5,9,6,8,11,0,0,0
1,0,0,2,0,43,42,42
6,9,6,10,11,43,42,42
10,9,3,6,5,0,0,0
0,1,0,4,4,43,42,42
10,10,3,10,9,43,42,42
9,7,4,7,13,0,0,0
0,1,0,1,0,43,42,42
9,8,4,8,13,43,42,42
11,4,1,10,9,0,0,0
1,1,5,0,0,43,42,42
12,5,6,10,9,43,42,42
4,12,7,7,10,0,0,0
1,0,1,0,0,43,42,42
5,12,8,7,10,43,42,42
6,10,8,8,8,0,0,0
1,1,0,0,0,43,42,42
7,11,8,8,8,43,42,42
8,2,6,10,8,0,0,0
0,2,0,1,5,43,42,42
8,4,6,11,13,43,42,42
8,6,7,7,9,0,0,0
4,0,0,1,0,43,42,42
12,6,7,8,9,43,42,42
5,8,14,7,8,0,0,0
0,0,0,0,0,43,42,42
5,8,14,7,8,43,42,42
10,10,4,7,4,0,0,0
1,0,3,1,2,43,42,42
11,10,7,8,6,43,42,42
8,12,8,2,7,0,0,0
0,0,0,4,1,43,42,42
8,12,8,6,8,43,42,42
8,7,6,10,7,0,0,0
0,2,2,0,0,43,42,42
8,9,8,10,7,43,42,42
4,10,10,11,5,0,0,0
0,2,0,0,0,43,42,42
4,12,10,11,5,43,42,42
9,9,6,8,6,0,0,0
0,1,0,2,1,43,42,42
9,10,6,10,7,43,42,42
9,10,10,4,6,0,0,0
2,0,0,1,0,43,42,42
11,10,10,5,6,43,42,42
9,7,7,7,8,0,0,0
0,4,0,0,0,43,42,42
9,11,7,7,8,43,42,42
9,5,5,9,10,0,0,0
0,1,1,1,1,43,42,42
9,6,6,10,11,43,42,42
7,9,11,8,5,0,0,0
0,1,0,1,0,43,42,42
7,10,11,9,5,43,42,42
6,5,7,4,15,0,0,0
2,0,0,2,1,43,42,42
8,5,7,6,16,43,42,42
9,12,3,6,10,0,0,0
0,0,0,1,1,43,42,42
9,12,3,7,11,43,42,42
7,3,7,11,11,0,0,0
0,0,1,0,2,43,42,42
7,3,8,11,13,43,42,42
