1,B,1069,-13,116
1,B,1095,-20,123
1,B,1119,-24,134
1,B,1155,-39,138
1,B,1219,-54,159
1,B,1250,-54,179
1,B,1278,-65,182
1,B,1287,-58,190
1,B,1303,-37,216
1,B,1310,-26,220
1,B,1334,-48,167
1,B,1379,-108,182
1,B,1424,-136,161
1,B,1460,-106,143
1,B,1453,-79,200
1,B,1427,-60,268
1,B,1376,2,229
1,B,1348,9,155
1,B,1362,10,56
1,B,1380,-22,-14
1,B,1380,-46,-37
1,B,1383,-103,29
1,B,1477,-177,237
1,B,1506,-199,297
1,B,1476,-132,309
1,B,1412,5,294
1,B,1333,127,270
1,B,1277,196,239
1,B,1220,152,122
1,B,1252,48,72
1,B,1297,-35,52
1,B,1333,-117,52
1,B,1322,-147,87
1,B,1296,-107,106
1,B,1178,24,106
1,B,1122,105,86
1,B,1082,144,100
1,B,1043,150,87
1,B,1018,123,31
1,B,1018,79,0
1,B,952,65,-46
1,B,959,47,-135
1,B,1081,-58,-150
1,B,1188,-213,-9
1,B,1212,-240,86
1,B,1064,-15,84
1,B,998,135,5
1,B,950,214,-43
1,B,907,184,-75
1,B,884,84,-120
1,B,912,-42,-168
1,B,876,-166,-112
1,B,851,-174,-83
1,B,809,-156,-21
1,B,733,-109,48
1,B,640,-17,55
1,B,563,100,-4
1,B,478,103,-145
1,B,452,66,-210
1,B,426,58,-269
1,B,394,50,-281
1,B,379,13,-248
1,B,383,-20,-224
1,B,374,-7,-155
1,B,387,-35,-109
1,B,385,40,-117
1,B,428,-5,-121
1,B,479,-92,-93
1,B,566,-273,-79
1,B,725,-515,-75
1,B,764,-544,-70
1,B,783,-557,-55
1,B,790,-592,-33
1,B,793,-614,-39
1,B,784,-594,-86
1,B,719,-537,-183
1,B,688,-467,-216
1,B,659,-412,-238
1,B,644,-401,-263
1,B,639,-408,-295
1,B,634,-409,-363
1,B,608,-375,-332
1,B,582,-325,-275
1,B,550,-274,-238
1,B,521,-226,-218
1,B,488,-157,-158
1,B,459,-95,-121
1,B,415,129,-77
1,B,396,225,-61
1,B,401,301,-80
1,B,419,325,-82
1,B,443,336,-30
1,B,473,393,0
1,B,510,475,-4
1,B,563,485,39
1,B,636,498,136
1,B,672,558,191
1,B,692,642,181
1,B,683,708,145
1,B,735,706,72
1,B,814,664,4
1,B,890,672,-31
1,B,946,709,-29
1,B,969,698,49
1,B,1055,657,65
1,B,1144,587,51
1,B,1205,507,80
1,B,1205,497,84
1,B,1181,549,61
1,B,1174,595,34
1,B,1188,628,202
1,B,1226,593,292
1,B,1270,494,319
1,B,1316,385,297
1,B,1338,322,246
1,B,1326,299,216
1,B,1382,197,198
1,B,1449,70,237
1,B,1489,-65,203
1,B,1441,-104,138
1,B,1449,-141,131
1,B,1423,-204,128
1,B,1344,-170,226
1,B,1253,-86,257
1,B,1208,-116,215
1,B,1220,-221,178
1,B,1259,-335,134
1,B,1293,-490,108
1,B,1309,-725,-73
1,B,1289,-744,-135
1,B,1256,-768,-139
1,B,1221,-778,-143
1,B,1181,-783,-173
1,B,1146,-783,-241
1,B,1105,-798,-293
1,B,1089,-780,-238
1,B,1080,-751,-167
1,B,1072,-724,-95
1,B,1071,-672,0
1,B,1055,-621,74
1,B,989,-515,14
1,B,975,-473,-32
1,B,961,-455,-55
1,B,957,-431,-61
1,B,962,-413,-58
1,B,964,-422,-74
1,B,955,-349,-77
1,B,946,-314,-29
1,B,930,-287,34
1,B,909,-232,35
1,B,859,-161,26
1,B,795,-93,45
1,B,738,-18,106
1,B,722,-11,107
1,B,710,13,85
1,B,713,39,55
1,B,717,37,18
1,B,700,52,-19
1,B,628,210,-7
1,B,596,287,44
1,B,572,340,115
1,B,580,349,105
1,B,615,322,95
1,B,651,287,29
1,B,678,332,46
1,B,655,397,87
1,B,643,472,121
1,B,648,511,131
1,B,663,528,137
1,B,713,514,158
1,B,750,477,173
1,B,789,459,129
1,B,831,441,79
1,B,872,438,60
1,B,908,432,94
1,B,895,527,166
1,B,906,543,223
1,B,913,550,201
1,B,968,503,190
1,B,1024,387,129
1,B,1108,312,95
1,B,1107,294,99
1,B,1103,313,103
1,B,1115,321,81
1,B,1156,336,191
1,B,1174,355,348
1,B,1158,434,401
1,B,1188,372,423
1,B,1214,284,414
1,B,1224,233,415
1,B,1217,209,383
1,B,1202,187,326
1,B,1198,151,276
1,B,1249,-23,210
1,B,1276,-82,165
1,B,1280,-105,139
1,B,1263,-88,163
1,B,1248,-61,212
1,B,1242,-49,284
1,B,1226,-98,346
2,B,1050,-58,540
2,B,1075,-53,551
2,B,1102,-42,566
2,B,1172,-46,624
2,B,1206,-73,637
2,B,1248,-96,621
2,B,1296,-99,581
2,B,1337,-82,544
2,B,1382,-52,530
2,B,1424,-45,607
2,B,1419,-104,637
2,B,1414,-150,642
2,B,1401,-156,605
2,B,1387,-159,555
2,B,1392,-163,502
2,B,1407,-175,465
2,B,1409,-167,527
2,B,1373,-103,587
2,B,1311,-12,650
2,B,1243,59,698
2,B,1192,84,694
2,B,1135,13,527
2,B,1156,-59,454
2,B,1176,-145,434
2,B,1184,-205,488
2,B,1148,-240,536
2,B,1093,-194,516
2,B,1017,-15,410
2,B,1012,58,324
2,B,985,71,311
2,B,962,16,278
2,B,944,-34,221
2,B,954,-53,234
2,B,954,-132,176
2,B,930,-169,227
2,B,868,-167,263
2,B,798,-149,284
2,B,754,-112,289
2,B,769,-95,277
2,B,645,-72,302
2,B,551,-34,325
2,B,466,-7,276
2,B,437,11,191
2,B,441,41,91
2,B,399,138,-27
2,B,373,146,-14
2,B,360,140,10
2,B,359,121,11
2,B,382,108,-18
2,B,423,79,-70
2,B,499,1,-104
2,B,525,-12,-60
2,B,548,-37,7
2,B,572,-43,48
2,B,594,-25,43
2,B,620,-26,-13
2,B,716,-121,-103
2,B,791,-235,-68
2,B,863,-398,-30
2,B,917,-559,-11
2,B,971,-703,-11
2,B,996,-763,-70
2,B,960,-637,-61
2,B,917,-529,-42
2,B,886,-444,16
2,B,872,-409,63
2,B,871,-434,26
2,B,879,-482,-59
2,B,855,-607,-146
2,B,819,-652,-137
2,B,778,-651,-147
2,B,740,-603,-154
2,B,710,-520,-176
2,B,676,-431,-190
2,B,561,-241,-186
2,B,509,-147,-169
2,B,456,-64,-147
2,B,443,-28,-126
2,B,466,-49,-132
2,B,495,-62,-164
2,B,544,-25,-189
2,B,513,42,-75
2,B,471,171,50
2,B,457,328,145
2,B,460,469,204
2,B,462,573,231
2,B,480,803,251
2,B,480,955,306
2,B,481,1147,401
2,B,475,1343,510
2,B,471,1482,646
2,B,511,1529,816
2,B,661,1342,852
2,B,763,1205,878
2,B,858,1058,911
2,B,921,973,971
2,B,953,1001,985
2,B,917,1205,943
2,B,907,1175,905
2,B,938,1028,857
2,B,986,813,789
2,B,1034,642,687
2,B,1074,514,596
2,B,1157,247,615
2,B,1166,265,614
2,B,1147,260,652
2,B,1137,223,688
2,B,1134,125,688
2,B,1122,-54,651
2,B,1310,-558,394
2,B,1410,-930,191
2,B,1347,-1128,81
2,B,1386,-1197,1
2,B,1419,-1227,-24
2,B,1413,-1301,-48
2,B,1380,-1219,-43
2,B,1314,-1171,12
2,B,1293,-1126,-5
2,B,1277,-1106,-29
2,B,1280,-1121,-60
2,B,1276,-1132,-57
2,B,1176,-1003,61
2,B,1122,-900,101
2,B,1080,-815,111
2,B,1048,-774,108
2,B,1026,-751,111
2,B,1005,-739,96
2,B,937,-700,0
2,B,914,-656,-56
2,B,894,-631,-80
2,B,869,-598,-65
2,B,852,-572,-50
2,B,839,-549,-35
2,B,804,-514,17
2,B,790,-486,30
2,B,775,-453,49
2,B,756,-425,75
2,B,728,-364,96
2,B,641,-218,110
2,B,591,-117,111
2,B,554,-13,139
2,B,518,75,190
2,B,486,147,228
2,B,470,199,248
2,B,508,267,186
2,B,541,275,172
2,B,554,259,193
2,B,554,240,219
2,B,525,252,242
2,B,508,327,316
2,B,517,418,449
2,B,520,456,420
2,B,545,495,405
2,B,563,536,435
2,B,555,571,443
2,B,534,624,428
2,B,538,703,437
2,B,557,747,475
2,B,577,787,531
2,B,602,783,569
2,B,666,707,579
2,B,737,616,594
2,B,803,495,620
2,B,845,459,701
2,B,871,517,789
2,B,886,625,893
2,B,878,747,955
2,B,853,807,970
2,B,1023,612,922
2,B,1025,496,991
2,B,1188,383,958
2,B,1192,253,733
2,B,1153,268,880
2,B,1095,348,997
2,B,1209,156,716
2,B,1203,101,808
2,B,1166,93,866
2,B,1148,103,846
2,B,1131,85,813
2,B,1116,7,706
2,B,1102,-200,649
2,B,1116,-319,612
2,B,1143,-487,555
2,B,1158,-621,461
2,B,1162,-689,398
2,B,1097,-749,300
2,B,1082,-724,286
2,B,1070,-623,326
2,B,1018,-513,383
2,B,973,-547,417
2,B,951,-463,486
2,B,895,-271,547
2,B,883,-205,579
2,B,888,-154,636
2,B,889,-109,684
2,B,889,-102,698
2,B,902,-151,666
2,B,968,-222,553
2,B,1015,-253,501
2,B,1056,-279,473
3,B,990,152,413
3,B,1002,148,416
3,B,1029,148,455
3,B,1069,155,451
3,B,1105,167,448
3,B,1145,192,435
3,B,1195,212,429
3,B,1247,234,465
3,B,1293,224,508
3,B,1291,181,516
3,B,1272,120,521
3,B,1252,75,513
3,B,1256,55,466
3,B,1268,100,448
3,B,1359,218,490
3,B,1357,250,495
3,B,1352,236,486
3,B,1336,245,493
3,B,1327,237,510
3,B,1315,201,509
3,B,1285,175,467
3,B,1290,162,470
3,B,1289,168,466
3,B,1279,168,458
3,B,1270,143,456
3,B,1266,135,462
3,B,1217,159,478
3,B,1217,154,459
3,B,1206,136,457
3,B,1180,124,472
3,B,1147,111,511
3,B,1147,123,582
3,B,1177,146,638
3,B,1165,156,619
3,B,1133,140,548
3,B,1095,127,453
3,B,1050,72,375
3,B,979,50,322
3,B,863,-75,191
3,B,828,-116,167
3,B,820,-114,163
3,B,800,-81,166
3,B,817,-14,245
3,B,890,125,248
3,B,874,157,236
3,B,848,138,182
3,B,814,105,115
3,B,758,50,77
3,B,690,1,16
3,B,549,-98,-80
3,B,493,-144,-83
3,B,451,-164,-86
3,B,409,-176,-113
3,B,371,-188,-173
3,B,338,-202,-208
3,B,393,-149,-215
3,B,445,-89,-167
3,B,503,-67,-128
3,B,542,-62,-135
3,B,569,-68,-169
3,B,598,-76,-206
3,B,648,-127,-262
3,B,690,-162,-279
3,B,736,-178,-286
3,B,781,-191,-281
3,B,821,-197,-261
3,B,860,-195,-267
3,B,906,-221,-217
3,B,897,-250,-206
3,B,892,-266,-212
3,B,876,-320,-234
3,B,846,-392,-267
3,B,805,-472,-291
3,B,733,-526,-252
3,B,727,-526,-199
3,B,735,-434,-137
3,B,775,-378,-106
3,B,783,-307,-73
3,B,794,-241,-31
3,B,758,-221,-36
3,B,710,-222,-74
3,B,663,-237,-112
3,B,615,-251,-173
3,B,580,-242,-220
3,B,540,-190,-286
3,B,526,-137,-252
