29,29,29,29,23,10,58,40
2,2,2,2,8,49,0,18
31,31,31,31,31,59,58,58
21,27,27,28,25,7,56,58
10,4,4,3,6,52,2,0
31,31,31,31,31,59,58,58
29,28,30,30,30,12,58,42
2,3,1,1,1,47,0,16
31,31,31,31,31,59,58,58
29,28,28,31,21,24,55,45
2,3,3,0,10,35,3,13
31,31,31,31,31,59,58,58
30,27,29,29,28,26,56,50
1,4,2,2,3,33,2,8
31,31,31,31,31,59,58,58
27,29,29,29,27,45,51,48
4,2,2,2,4,14,7,10
31,31,31,31,31,59,58,58
28,28,28,31,21,27,54,53
3,3,3,0,10,32,4,5
31,31,31,31,31,59,58,58
14,31,27,25,31,33,57,57
17,0,4,6,0,26,1,1
31,31,31,31,31,59,58,58
13,30,30,31,20,31,54,57
18,1,1,0,11,28,4,1
31,31,31,31,31,59,58,58
