30,29,31,30,26,0,0,0
1,2,0,1,5,59,58,58
31,31,31,31,31,59,58,58
29,28,31,29,28,0,0,0
2,3,0,2,3,59,58,58
31,31,31,31,31,59,58,58
30,29,31,29,28,0,0,0
1,2,0,2,3,59,58,58
31,31,31,31,31,59,58,58
30,30,31,30,25,0,0,0
1,1,0,1,6,59,58,58
31,31,31,31,31,59,58,58
30,30,31,29,28,0,0,0
1,1,0,2,3,59,58,58
31,31,31,31,31,59,58,58
31,31,30,30,30,0,0,0
0,0,1,1,1,59,58,58
31,31,31,31,31,59,58,58
31,28,27,29,29,0,0,0
0,3,4,2,2,59,58,58
31,31,31,31,31,59,58,58
31,31,31,31,31,0,0,0
0,0,0,0,0,59,58,58
31,31,31,31,31,59,58,58
31,31,30,30,29,0,0,0
0,0,1,1,2,59,58,58
31,31,31,31,31,59,58,58
