29,28,23,30,28,0,0,0
2,3,8,1,3,59,58,58
31,31,31,31,31,59,58,58
27,26,26,26,29,0,0,0
4,5,5,5,2,59,58,58
31,31,31,31,31,59,58,58
31,28,31,29,28,0,0,0
0,3,0,2,3,59,58,58
31,31,31,31,31,59,58,58
30,30,31,27,29,0,0,0
1,1,0,4,2,59,58,58
31,31,31,31,31,59,58,58
30,26,31,28,28,0,0,0
1,5,0,3,3,59,58,58
31,31,31,31,31,59,58,58
31,29,31,28,29,0,0,0
0,2,0,3,2,59,58,58
31,31,31,31,31,59,58,58
31,28,29,23,31,0,0,0
0,3,2,8,0,59,58,58
31,31,31,31,31,59,58,58
31,31,31,27,31,0,0,0
0,0,0,4,0,59,58,58
31,31,31,31,31,59,58,58
31,30,30,31,22,0,0,0
0,1,1,0,9,59,58,58
31,31,31,31,31,59,58,58
