29,30,30,30,30,0,0,0
2,1,1,1,1,59,58,58
31,31,31,31,31,59,58,58
29,30,30,30,30,0,0,0
2,1,1,1,1,59,58,58
31,31,31,31,31,59,58,58
29,30,30,30,30,0,0,0
2,1,1,1,1,59,58,58
31,31,31,31,31,59,58,58
29,30,30,30,30,0,0,0
2,1,1,1,1,59,58,58
31,31,31,31,31,59,58,58
31,29,30,28,30,0,0,0
0,2,1,3,1,59,58,58
31,31,31,31,31,59,58,58
31,29,30,28,30,0,0,0
0,2,1,3,1,59,58,58
31,31,31,31,31,59,58,58
31,30,31,31,30,0,0,0
0,1,0,0,1,59,58,58
31,31,31,31,31,59,58,58
29,31,30,27,28,0,0,0
2,0,1,4,3,59,58,58
31,31,31,31,31,59,58,58
29,28,29,29,30,0,0,0
2,3,2,2,1,59,58,58
31,31,31,31,31,59,58,58
31,29,31,28,27,0,0,0
0,2,0,3,4,59,58,58
31,31,31,31,31,59,58,58
31,29,31,28,27,0,0,0
0,2,0,3,4,59,58,58
31,31,31,31,31,59,58,58
29,31,30,25,31,0,0,0
2,0,1,6,0,59,58,58
31,31,31,31,31,59,58,58
29,31,30,25,31,0,0,0
2,0,1,6,0,59,58,58
31,31,31,31,31,59,58,58
