0.0,-0.002772057,-0.000161659,0.00933222,-0.002655586,0.002996035,0.001,0.0,0.0
1.0,-0.002772057,-0.000161659,0.00933222,-0.002655586,0.002996035,0.001,0.0,0.0
2.0,-0.002772057,-0.000161659,0.00933222,-0.002655586,0.002996035,0.0,0.001,0.0
3.0,-0.002772057,-0.000161659,0.00933222,-0.002655586,0.003996036,0.0,0.0,0.0
4.0,-0.002772057,-0.000161659,0.00933222,-0.002655586,0.003996036,0.001,-0.001,0.0
5.0,-0.002772057,-0.000161659,0.00933222,-0.001655586,0.002996035,0.001,-0.001,0.0
6.0,-0.002772057,-0.000161659,0.01033222,-0.001655586,0.002996035,0.0,-0.001,0.0
7.0,-0.002772057,-0.000161659,0.01033222,-0.002655586,0.003996036,0.0,-0.001,0.0
8.0,-0.002772057,-0.000161659,0.01033222,-0.002655586,0.002996035,0.0,-0.001,0.001
9.0,-0.002772057,-0.000161659,0.01033222,-0.002655586,0.002996035,0.0,0.0,0.0
10.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,0.0,-0.001
11.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,0.0,-0.001
12.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,0.0,-0.001
13.0,-0.001772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,-0.001,-0.001
14.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,-0.001,0.0
15.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.001,-0.001,-0.001
16.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.0,-0.001,-0.001
17.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
18.0,-0.002772057,0.00083834,0.01133222,-0.002655586,0.002996035,-0.001,-0.001,0.0
19.0,-0.002772057,0.00083834,0.01133222,-0.002655586,0.002996035,-0.001,-0.001,0.0
20.0,-0.002772057,0.00083834,0.01133222,-0.002655586,0.002996035,-0.001,-0.001,0.0
21.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
22.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
23.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
24.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
25.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
26.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,-0.001,-0.001,0.0
27.0,-0.002772057,-0.000161659,0.013332221,-0.002655586,0.002996035,-0.001,-0.001,-0.001
28.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.0,-0.001,-0.001
29.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.0,-0.001,-0.001
30.0,-0.002772057,-0.000161659,0.01133222,-0.001655586,0.002996035,0.0,-0.001,-0.001
31.0,-0.002772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.0,-0.001,-0.001
32.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,-0.001,0.0
33.0,-0.002772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.0,-0.001,0.0
34.0,-0.002772057,-0.000161659,0.01133222,-0.001655586,0.002996035,0.0,-0.001,-0.001
35.0,-0.002772057,-0.000161659,0.01133222,-0.001655586,0.002996035,0.0,-0.001,-0.001
36.0,-0.002772057,-0.000161659,0.01133222,-0.001655586,0.002996035,0.0,-0.001,-0.001
37.0,-0.002772057,-0.000161659,0.01133222,-0.001655586,0.002996035,0.0,-0.001,-0.001
38.0,-0.002772057,-0.000161659,0.01033222,-0.001655586,0.003996036,0.0,-0.001,-0.001
39.0,-0.002772057,-0.001161659,0.01033222,-0.001655586,0.003996036,0.001,-0.001,-0.001
40.0,-0.002772057,-0.001161659,0.01033222,-0.001655586,0.003996036,0.0,-0.001,0.0
41.0,-0.002772057,-0.001161659,0.01033222,-0.001655586,0.003996036,0.0,-0.001,0.0
42.0,-0.002772057,-0.001161659,0.01033222,-0.001655586,0.003996036,0.0,-0.001,0.0
43.0,-0.001772057,-0.001161659,0.01033222,-0.001655586,0.003996036,0.0,-0.001,-0.001
44.0,-0.002772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
45.0,-0.002772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
46.0,-0.003772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.001,-0.001,-0.001
47.0,-0.002772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.001,-0.001,-0.002
48.0,-0.002772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
49.0,-0.003772057,-0.000161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
50.0,-0.003772057,-0.000161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
51.0,-0.003772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.001,-0.001,-0.001
52.0,-0.003772057,-0.001161659,0.01133222,-0.001655586,0.003996036,0.001,-0.001,-0.001
53.0,-0.003772057,-0.001161659,0.012332221,-0.002655586,0.003996036,0.001,-0.001,-0.001
54.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.0,-0.001,-0.001
55.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.0,0.0,-0.002
56.0,-0.003772057,-0.000161659,0.012332221,-0.001655586,0.002996035,0.0,0.0,-0.002
57.0,-0.003772057,-0.000161659,0.012332221,-0.001655586,0.002996035,0.0,-0.001,-0.001
58.0,-0.003772057,-0.000161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
59.0,-0.003772057,-0.000161659,0.01133222,-0.001655586,0.003996036,0.0,-0.001,-0.001
60.0,-0.003772057,-0.000161659,0.012332221,-0.001655586,0.002996035,0.0,-0.001,-0.001
61.0,-0.003772057,-0.000161659,0.012332221,-0.001655586,0.002996035,0.0,-0.001,-0.001
62.0,-0.003772057,-0.000161659,0.012332221,-0.001655586,0.002996035,0.001,-0.001,-0.002
63.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.001,-0.001,-0.002
64.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.001,-0.001,-0.002
65.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.001,-0.001,-0.002
66.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.001,-0.001,-0.002
67.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.003996036,0.0,0.0,-0.002
68.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.0,0.0,-0.001
69.0,-0.003772057,-0.000161659,0.012332221,-0.002655586,0.002996035,0.001,0.0,-0.002
70.0,-0.003772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.001,0.001,-0.002
71.0,-0.003772057,-0.000161659,0.01133222,-0.002655586,0.002996035,0.002,0.0,-0.002
72.0,-0.003772057,-0.001161659,0.01133222,-0.001655586,0.002996035,0.002,0.0,-0.002
73.0,-0.003772057,-0.001161659,0.012332221,-0.001655586,0.002996035,0.001,0.0,-0.002
74.0,-0.003772057,-0.001161659,0.013332221,-0.001655586,0.002996035,0.001,-0.001,-0.002
